,tweet_id,author_id,retweet_count,like_count,text,language,created_at,source,possibly_sensitive,image_url
1471529021712306179,1471529021712306179,1376843447353610244,3,5,I don’t know who to hear this but I want to tell you that Manchester United will win this season Champions league and Ronaldo will win the best player too 👍,en,2021-12-16T17:13:53.000Z,Twitter for iPhone,False,
1471529017387925514,1471529017387925514,1266477301123825664,0,0,Manchester United vs Brighton Postponed over Covid Outbreak: Premier League https://t.co/x0YTKbK6Mb,en,2021-12-16T17:13:52.000Z,WordPress.com,False,
1471529016003805185,1471529016003805185,1413747628957913090,237,0,"RT @Carterj37919661: Cette semaine encore, le défenseur de Manchester United Victor Lindelof, le milieu de terrain de Serie A italienne Pio…",fr,2021-12-16T17:13:51.000Z,Twitter Web App,False,
1471529014036766724,1471529014036766724,168764251,0,0,@NOSsport Zou er nu weer Manchester United uit een balletje komen?,nl,2021-12-16T17:13:51.000Z,Twitter for Android,False,
1471528974928990210,1471528974928990210,427467332,1075,0,"RT @WhoScored: ⚽ Premier League hat-tricks since August 2014:

Sergio Aguero - 11
Manchester United - 2 https://t.co/RFPxDaRpsA",en,2021-12-16T17:13:41.000Z,Twitter for Android,False,https://pbs.twimg.com/media/FGpUWaZXsAYCUh-.jpg
1471528971523211270,1471528971523211270,3199267930,0,0,So @Nxstii think rangers and celtic are more appealing right now than Manchester United... 😂😂😂,en,2021-12-16T17:13:41.000Z,Twitter for Android,False,
1471528969698750469,1471528969698750469,1466680259684753409,40,0,"RT @nickmashiter: Martyn Pert, Manchester United's highly rated first-team coach, also expected to leave Old Trafford. Due to follow Kieran…",en,2021-12-16T17:13:40.000Z,Twitter for Android,False,
1471528962513903622,1471528962513903622,1021477337131634688,1476,0,RT @FabrizioRomano: Dean Henderson’s always been respectful and professional but he’s now prepared to leave Manchester United. His priority…,en,2021-12-16T17:13:39.000Z,Twitter for Android,False,
1471528942314172417,1471528942314172417,1261424833625276416,0,0,The is no helping Manchester United https://t.co/3F8s4Q23cF via @YouTube,en,2021-12-16T17:13:34.000Z,Twitter Web App,False,
1471528939185229824,1471528939185229824,3288320945,1476,0,RT @FabrizioRomano: Dean Henderson’s always been respectful and professional but he’s now prepared to leave Manchester United. His priority…,en,2021-12-16T17:13:33.000Z,Twitter for Android,False,
1471528913461469192,1471528913461469192,1130281381,22,0,"RT @WomanWarrior86: Este fin de semana 3 futbolistas de élite tuvieron que abandonar el partido por molestias en el pecho:

- Lindelof del…",es,2021-12-16T17:13:27.000Z,Twitter for Android,False,
1471528905823690757,1471528905823690757,1387736312606777345,1,0,"RT @natalie_17: Only fix for Manchester United this week is @ManUtdWomen

Come down sunday at 12pm

Sing utd songs drink beer and enjoy 3 p…",en,2021-12-16T17:13:25.000Z,Twitter for iPhone,False,
1471528903265107973,1471528903265107973,57299064,1,14,"Manchester United links with Mino Raiola could change as new ruling paves way for Erling Haaland | @Casey_Evans_ #mufc
https://t.co/WHkFGhpZY3",en,2021-12-16T17:13:24.000Z,TweetDeck,False,
1471528898664017921,1471528898664017921,997916292341469184,1476,0,RT @FabrizioRomano: Dean Henderson’s always been respectful and professional but he’s now prepared to leave Manchester United. His priority…,en,2021-12-16T17:13:23.000Z,Twitter for iPhone,False,
1471528897699520515,1471528897699520515,2443945194,0,0,19. Rica Leyona : Manchester United,en,2021-12-16T17:13:23.000Z,twittbot.net,False,
1471528875410833409,1471528875410833409,288149795,387,0,RT @SkySportsNews: Manchester United's Premier League fixture at home to #BHAFC on Saturday has been postponed due to the Covid-19 outbreak…,en,2021-12-16T17:13:18.000Z,Twitter for iPhone,False,
1471528853000441856,1471528853000441856,611510743,28,0,"RT @CheGiaevara: The name ""Blind"" is synonymous with Ajax, whether it is Danny or Daley Blind you're talking about. Both have captained the…",en,2021-12-16T17:13:12.000Z,Twitter for Android,False,
1471528850223820800,1471528850223820800,813701083365134336,32,0,RT @UnitedsUpdate: Manchester United have another four positive cases upon their return to training yesterday. [@BenDinnery] #MUFC,en,2021-12-16T17:13:12.000Z,Twitter for iPhone,False,
1471528838152835077,1471528838152835077,85340592,0,39,"Manchester United’s U23 game vs Chelsea, scheduled for Friday, called off too. Mutually agreed, precautionary measure.

Believe Chelsea requested the postponement.

#MUFC",en,2021-12-16T17:13:09.000Z,Twitter for iPhone,False,
1471528834906222593,1471528834906222593,2362309326,515,0,RT @brfootball: The Premier League confirm that Manchester United's game against Brighton on Saturday will be postponed due to rise of COVI…,en,2021-12-16T17:13:08.000Z,Twitter for iPhone,False,
1471528808981602308,1471528808981602308,1150719996613595136,18,0,RT @damselkk: Can’t wait to see my Manchester United back again this weekend 🙏🏼,en,2021-12-16T17:13:02.000Z,Twitter for iPhone,False,
1471528775485689861,1471528775485689861,223153119,12,0,RT @MUFCScoop: Anthony Elanga is set to sign a new long-term deal with Manchester United. [@RichFay] #MUFC,en,2021-12-16T17:12:54.000Z,Twitter for iPhone,False,
1471528771555635205,1471528771555635205,1110299776145391617,81,0,RT @mufcMPB: Manchester United coach Martyn Pert is in advanced talks to join Ipswich with Kieran McKenna. #MUFC [@ChrisWheelerDM],en,2021-12-16T17:12:53.000Z,Twitter for iPhone,False,
1471528763519377411,1471528763519377411,1016503030555074561,1477,0,RT @FabrizioRomano: Dean Henderson’s always been respectful and professional but he’s now prepared to leave Manchester United. His priority…,en,2021-12-16T17:12:51.000Z,Twitter for iPhone,False,
1471528752299528199,1471528752299528199,760854357336293376,1124,0,RT @OficialSala12: Mbappé comemorando seu 100° gol com a camisa do PSG do mesmo jeito que Cristiano Ronaldo comemorou seu 100° gol pelo Man…,pt,2021-12-16T17:12:48.000Z,Twitter for Android,False,
1471528746691739650,1471528746691739650,209529178,49,0,RT @SuperSportTV: Manchester United's Saturday fixture against Brighton has been postponed ❌ https://t.co/26zUB7yYyl,en,2021-12-16T17:12:47.000Z,Twitter for Android,False,https://pbs.twimg.com/media/FGvMKr2UcAUNtEE.jpg
1471528736659058693,1471528736659058693,1309945483796901888,0,0,"@Timithegoat Without question but not best MANCHESTER UNITED player
Top 3 tho",en,2021-12-16T17:12:45.000Z,Twitter for Android,False,
1471528731277729801,1471528731277729801,2514924204,516,0,RT @brfootball: The Premier League confirm that Manchester United's game against Brighton on Saturday will be postponed due to rise of COVI…,en,2021-12-16T17:12:43.000Z,Twitter for Android,False,
1471528710415458306,1471528710415458306,25844497,1,5,"Only fix for Manchester United this week is @ManUtdWomen

Come down sunday at 12pm

Sing utd songs drink beer and enjoy 3 points🎶🍻👹
#mufc #MUWomen #allredallequal",en,2021-12-16T17:12:38.000Z,Twitter for Android,False,
1471528695387070475,1471528695387070475,207736677,1,0,"RT @TheBusbyBabe: New episode of The Busby Babe Podcast:

Colin, Nathan, and Pauly are back to talk about the resurgence of Covid cases in…",en,2021-12-16T17:12:35.000Z,Twitter for iPhone,False,
1471528695311609858,1471528695311609858,1150562658246189056,1,0,"RT @catragolhn: #PremierLeague Estos son los partidos pospuestos en la Premier League debido al Covid por ahora.

Brighton v Tottenham
Bren…",es,2021-12-16T17:12:35.000Z,Twitter for iPhone,False,
1471528692887302149,1471528692887302149,1313282652691103745,0,0,"#Chelsea don get five Corona cases of recent;these four players and Mateo #Kovacic.

Despite that dem no wan postpone the game simply because we no be Manchester United. 

Which kind wahala be this one?! 

Na how you dey feel towards the game? 

#CIP 💥#CHEEVE 🏆 https://t.co/gUWm8t7bGl",en,2021-12-16T17:12:34.000Z,Twitter for Android,False,https://pbs.twimg.com/media/FGvrhx9X0AMi5lo.jpg
1471528675367702550,1471528675367702550,724333870242508800,516,0,RT @brfootball: The Premier League confirm that Manchester United's game against Brighton on Saturday will be postponed due to rise of COVI…,en,2021-12-16T17:12:30.000Z,Twitter for iPhone,False,
1471528673505419271,1471528673505419271,2181987535,0,0,adidas Manchester United FC Warm Up Top  https://t.co/2KUy8RjIqU,en,2021-12-16T17:12:30.000Z,Twitter Web App,False,
1471528672658182151,1471528672658182151,951738201525415936,1,0,"RT @Sporsun: Cumartesi günü oynanacak olan Manchester United-Brighton maçı, ev sahibi ekipteki koronavirüs vakalarının artması nedeniyle er…",tr,2021-12-16T17:12:29.000Z,Twitter for Android,False,
1471528664319864838,1471528664319864838,1187865996318662661,1478,0,RT @FabrizioRomano: Dean Henderson’s always been respectful and professional but he’s now prepared to leave Manchester United. His priority…,en,2021-12-16T17:12:27.000Z,Twitter for Android,False,
1471528661283188737,1471528661283188737,1417220594,4,0,"RT @Shichibukai255: Memphis rejoint Manchester United en 2015.
Manchester United joue l'Europa league en 2016.

Il rejoint Lyon en 2016
Lyo…",fr,2021-12-16T17:12:27.000Z,Twitter for iPhone,False,
1471528658464493568,1471528658464493568,96175889,0,0,"BREAKING: Manchester United Defender Victor Lindelof goes down pointing to his heart and is taken off the field with apparent chest pain.

https://t.co/LeCAcoOgne

@KanekoaTheGreat https://t.co/H5E8PN4zPJ",en,2021-12-16T17:12:26.000Z,Twitter for Android,False,
1471528621978357762,1471528621978357762,1243349897606291457,60,0,RT @mufcMPB: Anthony Elanga is on the verge of signing a new long-term contract at Manchester United. Terms have been agreed. #MUFC [@Chris…,en,2021-12-16T17:12:17.000Z,Twitter for Android,False,
1471528605108813831,1471528605108813831,700839109,1478,0,RT @FabrizioRomano: Dean Henderson’s always been respectful and professional but he’s now prepared to leave Manchester United. His priority…,en,2021-12-16T17:12:13.000Z,Twitter for Android,False,
1471528600297869312,1471528600297869312,813701083365134336,25,0,"RT @MiguelDelaney: Brighton v Manchester United off, the fifth in PL this week.",en,2021-12-16T17:12:12.000Z,Twitter for iPhone,False,
1471528584149966849,1471528584149966849,1282242289771909121,105,0,"RT @GoalNews: Leicester vs Tottenham ❌
Manchester United vs Brighton ❌

Two more Premier League matches have now been postponed due to Covi…",en,2021-12-16T17:12:08.000Z,Twitter for iPhone,False,
1471528569612472327,1471528569612472327,1243349897606291457,81,0,RT @mufcMPB: Manchester United coach Martyn Pert is in advanced talks to join Ipswich with Kieran McKenna. #MUFC [@ChrisWheelerDM],en,2021-12-16T17:12:05.000Z,Twitter for Android,False,
1471528557482500098,1471528557482500098,1243349897606291457,60,0,RT @ManUnitedZone_: 🚨| Manchester United v Brighton is off [@MikeKeegan_DM],en,2021-12-16T17:12:02.000Z,Twitter for Android,False,
1471528542651432978,1471528542651432978,2997059117,1124,0,RT @OficialSala12: Mbappé comemorando seu 100° gol com a camisa do PSG do mesmo jeito que Cristiano Ronaldo comemorou seu 100° gol pelo Man…,pt,2021-12-16T17:11:58.000Z,Twitter for iPhone,False,
1471528526327205891,1471528526327205891,1455606979,0,0,Foot - ANG - Manchester United-Brighton reporté en raison du Covid https://t.co/Yk51Vb35Dh https://t.co/7OIsfZb85J,fr,2021-12-16T17:11:55.000Z,WYNFoot,False,https://pbs.twimg.com/media/FGvrZZJXMAME95z.jpg
1471528526306238470,1471528526306238470,1243349897606291457,30,0,RT @theutdjournal: 🚨 OFFICIAL: The Premier League have confirmed that Manchester United’s Saturday fixture with Brighton has been postponed…,en,2021-12-16T17:11:55.000Z,Twitter for Android,False,
1471528505989111811,1471528505989111811,894964899893391360,95,0,RT @AdamCrafton_: NEW: Ipswich Town in talks with Manchester United coach Kieran McKenna about vacant managerial role. #mufc have granted p…,en,2021-12-16T17:11:50.000Z,Twitter for Android,False,
1471528464310317056,1471528464310317056,1368649348670779392,1,0,"RT @ArsenalFC_fl: £100m Manchester United transfer 👀 

#TheArsenalWay
https://t.co/XbKEa4lik4",en,2021-12-16T17:11:40.000Z,Twitter for Android,False,
1471528438083297287,1471528438083297287,108719758,237,0,"RT @Carterj37919661: Cette semaine encore, le défenseur de Manchester United Victor Lindelof, le milieu de terrain de Serie A italienne Pio…",fr,2021-12-16T17:11:33.000Z,Twitter for Android,False,
1471528434128109575,1471528434128109575,55094911,4,0,"RT @EPL_Goleador: Se acaba de confirmar, el juego del próximo sábado entre el 🏴󠁧󠁢󠁥󠁮󠁧󠁿 Manchester United y el 🏴󠁧󠁢󠁥󠁮󠁧󠁿 Brighton por la…",es,2021-12-16T17:11:33.000Z,Twitter for Android,False,
1471528427459076106,1471528427459076106,2950958026,81,0,RT @mufcMPB: Manchester United coach Martyn Pert is in advanced talks to join Ipswich with Kieran McKenna. #MUFC [@ChrisWheelerDM],en,2021-12-16T17:11:31.000Z,Twitter for Android,False,
1471528426989359105,1471528426989359105,197850991,2,0,"RT @KingOfCheers: İnatla zirveden inmeyen bir isim daha...

@cagilozgeozkul ve @parmamaniac ile Krallık Zirvesi'nin bu haftaki konusu Crist…",tr,2021-12-16T17:11:31.000Z,Twitter for iPhone,False,
1471528417287888897,1471528417287888897,1417220594,48,0,"RT @MUnitedFR: Demiral sur Ronaldo : ""Il est préférable de l'avoir dans son équipe plutôt que contre soi. Il fait toujours la différence. R…",fr,2021-12-16T17:11:29.000Z,Twitter for iPhone,False,
1471528411843682320,1471528411843682320,1395329793885888514,56,0,RT @DeadlineDayLive: 🚨 Atlético Madrid are currently not interested in signing Anthony Martial from Manchester United despite reports to th…,en,2021-12-16T17:11:27.000Z,Twitter for Android,False,
1471528409650106369,1471528409650106369,1890890407,16,0,"RT @ArobaseGiovanny: Pas de Manchester United samedi, pas de Cristiano Ronaldo... encore.... 😮‍💨

2 matchs pour atteindre les 50 buts sur l…",fr,2021-12-16T17:11:27.000Z,Twitter for iPhone,False,
1471528380747161604,1471528380747161604,1294540143270010881,31,0,RT @RangnaIdo: Mbappé celebrating his 100th goal with the PSG shirt the same way Cristiano Ronaldo celebrated his 100th goal for Manchester…,en,2021-12-16T17:11:20.000Z,Twitter for Android,False,
1471528370987020290,1471528370987020290,2156511815,0,0,ANG - Manchester United-Brighton reporté en raison du Covid https://t.co/RlVxOpc7Tx https://t.co/lzGdkpEup9,fr,2021-12-16T17:11:17.000Z,WYNFoot,False,https://pbs.twimg.com/media/FGvrQWGX0A0pTxe.jpg
1471528349436678154,1471528349436678154,1187535342506782721,0,2,"🔴 O Manchester United 'rompeu' com Anthony Martial. O jogador quer 'ir embora, imediatamente', por empréstimo ou definitivo. 

🗞️ Gazzetta dello Sport https://t.co/FiYyvZCmpb",pt,2021-12-16T17:11:12.000Z,Twitter Web App,False,https://pbs.twimg.com/media/FGvrOONWUAALK7p.jpg
1471528348283248644,1471528348283248644,1052350268069826562,1479,0,RT @FabrizioRomano: Dean Henderson’s always been respectful and professional but he’s now prepared to leave Manchester United. His priority…,en,2021-12-16T17:11:12.000Z,Twitter for iPhone,False,
1471528340183937024,1471528340183937024,1254825773518581765,38,0,RT @StretfordPaddck: CONFIRMED: Manchester United vs Brighton on Saturday is OFF https://t.co/U8oRjvMcOd,en,2021-12-16T17:11:10.000Z,Twitter for Android,False,https://pbs.twimg.com/media/FGvJgbTUYAEMr2N.jpg
1471528338640486402,1471528338640486402,498692967,658,0,"RT @premierleague: Manchester United’s fixture against Brighton &amp; Hove Albion this weekend has been postponed by the #PL Board today 

It i…",en,2021-12-16T17:11:10.000Z,Tweetbot for iΟS,False,
1471528336463699973,1471528336463699973,3430173113,4,0,"RT @EPL_Goleador: Se acaba de confirmar, el juego del próximo sábado entre el 🏴󠁧󠁢󠁥󠁮󠁧󠁿 Manchester United y el 🏴󠁧󠁢󠁥󠁮󠁧󠁿 Brighton por la…",es,2021-12-16T17:11:09.000Z,TweetDeck,False,
1471528306281439235,1471528306281439235,1457399158730547206,64,0,RT @EmmanuelQuenzie: I stake long bet wey they postponed Manchester united and Brighton match. The way Oyigbo go rip me err. Sika no koraa…,en,2021-12-16T17:11:02.000Z,Twitter for iPhone,False,
1471528302577868804,1471528302577868804,2823303533,1479,0,RT @FabrizioRomano: Dean Henderson’s always been respectful and professional but he’s now prepared to leave Manchester United. His priority…,en,2021-12-16T17:11:01.000Z,Twitter for iPhone,False,
1471528297054064643,1471528297054064643,856239826349248512,0,0,@FhelleStarck You’re a ray of sunshine aren’t you. Ouu away form was brilliant. We finished 2nd. We are Manchester United. Honestly no need to get bitter you genuinely sound like you could be a City fan at times!,en,2021-12-16T17:11:00.000Z,Twitter for iPhone,False,
1471528259150090245,1471528259150090245,409514005,17,0,"RT @usmntonly: A look at 16-year-old Kristian Fletcher, who is expected to sign with Borussia Dortmund, per @KeithCostigan. 

He trialed at…",en,2021-12-16T17:10:51.000Z,Twitter for iPhone,False,
1471528249788354561,1471528249788354561,903348872268972034,75,0,RT @theutdjournal: 📝 — Manchester United is interested in Antonio Rudiger. Ralf Rangnick knows his agent and brother Sahr Senesie very well…,en,2021-12-16T17:10:49.000Z,Twitter for Android,False,
1471528222835757058,1471528222835757058,153752397,387,0,RT @SkySportsNews: Manchester United's Premier League fixture at home to #BHAFC on Saturday has been postponed due to the Covid-19 outbreak…,en,2021-12-16T17:10:42.000Z,Twitter for Android,False,
1471528214719778822,1471528214719778822,1346218342802206723,1124,0,RT @OficialSala12: Mbappé comemorando seu 100° gol com a camisa do PSG do mesmo jeito que Cristiano Ronaldo comemorou seu 100° gol pelo Man…,pt,2021-12-16T17:10:40.000Z,Twitter for iPhone,False,
1471528214182854658,1471528214182854658,69527105,387,0,RT @SkySportsNews: Manchester United's Premier League fixture at home to #BHAFC on Saturday has been postponed due to the Covid-19 outbreak…,en,2021-12-16T17:10:40.000Z,Twitter for iPhone,False,
1471528211934855174,1471528211934855174,1372077150262661124,14,0,"RT @futpicante: 🚨 OFICIAL 🚨

El juego entre Manchester United y Brighton del próximo sábado queda suspendido por el aumento de casos de Cov…",es,2021-12-16T17:10:40.000Z,Twitter for iPhone,False,
1471528197485252613,1471528197485252613,1378530453473349634,1479,0,RT @FabrizioRomano: Dean Henderson’s always been respectful and professional but he’s now prepared to leave Manchester United. His priority…,en,2021-12-16T17:10:36.000Z,Twitter for iPhone,False,
1471528187377111041,1471528187377111041,1434562246521274379,64,0,RT @EmmanuelQuenzie: I stake long bet wey they postponed Manchester united and Brighton match. The way Oyigbo go rip me err. Sika no koraa…,en,2021-12-16T17:10:34.000Z,Twitter for iPhone,False,
1471528178091020291,1471528178091020291,2515806098,1,0,"RT @teledeporte: 🏆 El español del Manchester United, Juan Mata (@juanmata8), recibe el premio 'Equal Game' de la UEFA por ser cofundador de…",es,2021-12-16T17:10:31.000Z,TweetDeck,False,
1471528159657041929,1471528159657041929,30012883,1,2,"🏆 El español del Manchester United, Juan Mata (@juanmata8), recibe el premio 'Equal Game' de la UEFA por ser cofundador de la iniciativa solidaria 'Common Goal' #UNLdraw #NationsLeague

📡 https://t.co/8Xe9IlrgHB https://t.co/obvnwNUO5Z",es,2021-12-16T17:10:27.000Z,Twitter Media Studio - LiveCut,False,
1471528138484203527,1471528138484203527,1257041019503329280,139,0,"RT @ManUnitedZone_: Manchester United had just 9 available players from the first team squad for Brentford on Tuesday, which was also postp…",en,2021-12-16T17:10:22.000Z,Twitter for Android,False,
1471528136852529156,1471528136852529156,2462360950,4,0,"RT @ManUtdInPidgin: Dean Henderson wan leave Manchester United as e dey find playing time. 

Source: Fabrizio Romano 
#MUFC https://t.co/I0…",en,2021-12-16T17:10:22.000Z,Twitter for Android,False,
1471528134612819969,1471528134612819969,377762141,1479,0,RT @FabrizioRomano: Dean Henderson’s always been respectful and professional but he’s now prepared to leave Manchester United. His priority…,en,2021-12-16T17:10:21.000Z,Twitter for Android,False,
1471528109509853189,1471528109509853189,903348872268972034,188,0,RT @mufcMPB: Manchester United are interested in Antonio Rüdiger. Ralf Rangnick knows his agent/brother Sahr Senesie very well and has sign…,en,2021-12-16T17:10:15.000Z,Twitter for Android,False,
1471528101586747393,1471528101586747393,1454812097951510530,0,0,"New upload - ""Fifa 22 Seasons Online Division 9  Manchester United VS Liverpool [PS5 4K UHD]""

Watch Now: https://t.co/SR5knt2Lj5

#fifa22 https://t.co/QTJhoNFGiz",en,2021-12-16T17:10:13.000Z,TubeBuddy,False,https://pbs.twimg.com/media/FGvrAjmVcAEYVcR.jpg
1471528100156616709,1471528100156616709,1319204946093445122,0,2,@Opresii Real Madrid and Manchester United,en,2021-12-16T17:10:13.000Z,Twitter for iPhone,False,
1471528096146747392,1471528096146747392,1056203065664176131,0,0,Foot - ANG - Manchester United-Brighton reporté en raison du Covid https://t.co/Dz67Yba9qJ #Sports #Football #Championnat_d_Angleterre,fr,2021-12-16T17:10:12.000Z,dlvr.it,False,
1471528094141923328,1471528094141923328,781848298512609280,1479,0,RT @FabrizioRomano: Dean Henderson’s always been respectful and professional but he’s now prepared to leave Manchester United. His priority…,en,2021-12-16T17:10:11.000Z,Twitter for Android,False,
1471528045005533186,1471528045005533186,57299064,2,25,Louis Saha slams Cristiano Ronaldo pressing critics at Manchester United #mufc https://t.co/m6HLHtZWWx,en,2021-12-16T17:10:00.000Z,TweetDeck,False,
1471528034784071683,1471528034784071683,1377592033611776001,518,0,RT @brfootball: The Premier League confirm that Manchester United's game against Brighton on Saturday will be postponed due to rise of COVI…,en,2021-12-16T17:09:57.000Z,Twitter for Android,False,
1471528029469958150,1471528029469958150,1326158447440769027,18,0,RT @Football_TaIk: Manchester United are currently the only serious bidder in the transfer race for Erling Haaland. #BVB #MUFC [@BILD_Sport…,en,2021-12-16T17:09:56.000Z,Twitter for iPhone,False,
1471528024680153091,1471528024680153091,737049319,51,0,"RT @utdreport: Anthony Elanga set for new long-term contract at Manchester United

https://t.co/S59WXKs8Mv",en,2021-12-16T17:09:55.000Z,Twitter for Android,False,
1471528020527693826,1471528020527693826,1140144021123129345,0,0,Covid outbreak forces postponement of Manchester United vs Brighton match https://t.co/AbecN815cp,en,2021-12-16T17:09:54.000Z,WordPress.com,False,
1471528005482827790,1471528005482827790,1266103493464637441,3,0,RT @NBCSportsSoccer: Manchester United vs Brighton postponed; Red Devils close training ground https://t.co/BlwKRyUz1v,en,2021-12-16T17:09:50.000Z,Twitter for iPhone,False,
