,user_id,username,created_at,description,profile_image_url,protected,verified,followers_count,following_count,tweet_count,listed_count
3235282158,3235282158,ptdalaje,2015-06-03T18:49:02.000Z,@Flamengo ❤️ #Céllia #Pedro saudades eternas 💔,https://pbs.twimg.com/profile_images/1465066995582484483/dys8gX8Q_normal.jpg,False,False,2101,929,175670,3
1278263177269014531,1278263177269014531,WsquareNews,2020-07-01T09:44:43.000Z,"Media
Arunachal Pradesh",https://pbs.twimg.com/profile_images/1278263551224803328/fetLlQMH_normal.png,False,False,2206,37,16689,1
1181753985243471872,1181753985243471872,_manoweed,2019-10-09T02:11:45.000Z,@thacilagomez💍,https://pbs.twimg.com/profile_images/1453534845364318210/ORRa88HH_normal.jpg,False,False,2855,675,14333,0
996450771624448000,996450771624448000,iLikePhil,2018-05-15T18:02:31.000Z,•GeniusesAreAlwaysBrandedAsCrazy•🔥✨⚡️,https://pbs.twimg.com/profile_images/1440824910067109897/I4TpOuD9_normal.jpg,False,False,1637,2332,52099,8
1377639020159774720,1377639020159774720,OwennSZN,2021-04-01T15:08:39.000Z,BVB Supporter • Knauff FC Founder,https://pbs.twimg.com/profile_images/1469818781803417600/Y6cmi7Gj_normal.jpg,False,False,1226,736,11873,1
120285795,120285795,BrayanVen20,2010-03-06T00:46:14.000Z,,https://pbs.twimg.com/profile_images/1159274747676504064/_6iC9Ar9_normal.jpg,False,False,1896,2397,151543,2
769709094999437317,769709094999437317,IOS_GrizlyWolf,2016-08-28T01:32:03.000Z,"我们内心必须失败并上升 There is failure surely rise all will rise can be better

                               #GGMU
#ManchesterUnited @ManUtd",https://pbs.twimg.com/profile_images/1453974335039758336/tqOk5_No_normal.jpg,False,False,590,5001,285623,14
3146432343,3146432343,EduardoBar15,2015-04-08T04:24:13.000Z,Relájate y disfruta del accidente. Acapulco/ México.⚽️☀️🌊,https://pbs.twimg.com/profile_images/1217314129519816704/xxG4GNXN_normal.jpg,False,False,152,360,9626,4
827904364526329857,827904364526329857,infolinity,2017-02-04T15:39:17.000Z,#Global #Business #Solutions & #Information #Resource,https://pbs.twimg.com/profile_images/828004550921637890/Cu6eTWuv_normal.jpg,False,False,169,26,14065,0
1308848948665356289,1308848948665356289,eu__Jota,2020-09-23T19:21:39.000Z,Aquariano/ @vascodagama✠ / @Nike,https://pbs.twimg.com/profile_images/1449615835295854595/BPLCre95_normal.jpg,False,False,402,406,5489,0
540637861,540637861,RevyHA,2012-03-30T08:15:55.000Z,,https://pbs.twimg.com/profile_images/1408212470548680704/lJvK6GxD_normal.jpg,False,False,370,225,79968,11
1427513309360795675,1427513309360795675,jobpings,2021-08-17T06:11:17.000Z,Stay updated with headlines from around the world,https://pbs.twimg.com/profile_images/1431628118037512196/xLhCpw0x_normal.jpg,False,False,47,4,72984,1
577558536,577558536,Fern_dawgg,2012-05-11T21:30:01.000Z,,https://pbs.twimg.com/profile_images/1458301269215350787/dAc3qlAM_normal.jpg,False,False,211,513,13856,0
1294475179331063809,1294475179331063809,juandacaa,2020-08-15T03:25:14.000Z,28 | † Salmos 30:11 | @xHoolihanx | @winsportstv,https://pbs.twimg.com/profile_images/1367144141403140100/8_nkBgPa_normal.jpg,False,False,158,55,9028,1
1287929842558816256,1287929842558816256,GucciYng,2020-07-28T01:56:32.000Z,"A Proud BhimNative,💯 Bhim @Stonebwoyb And @ManUtd fan. Proud Muslim. follow for Likes and Retweets.",https://pbs.twimg.com/profile_images/1287930039942746115/NJqSiGzS_normal.jpg,False,False,724,67,137846,4
812789625462865920,812789625462865920,ilmagoditwit,2016-12-24T22:38:42.000Z,,https://pbs.twimg.com/profile_images/1470497765142765573/ApJuhtTl_normal.jpg,False,False,541,815,37054,12
2361596297,2361596297,ChiquiSaul,2014-02-23T20:53:43.000Z,La Vida es para Disfrutar el día a día Minuto a Minuto porque después ya no se vale llorar por lo que pasó,https://pbs.twimg.com/profile_images/1440110402260570114/0fXQQq_Y_normal.jpg,False,False,13,103,4390,0
1133766044852674561,1133766044852674561,D_ngt_,2019-05-29T16:04:24.000Z,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,False,False,6,466,401,0
10202192,10202192,bliss_street,2007-11-13T02:36:33.000Z,Curmudgeonly and Avuncular (he/him/his),https://pbs.twimg.com/profile_images/795733425370054656/S38qHJjq_normal.jpg,False,False,65,825,81979,10
1434563374629654530,1434563374629654530,Traimitchell19,2021-09-05T17:05:41.000Z,Elvis Presley the greatest singer of all time I love Manchester United   nba  mandana  Jones Eminem MLB WWE Only Fools and Horses 50s 60s 70s 80s music,https://pbs.twimg.com/profile_images/1470445860249026560/kkK8E5LT_normal.jpg,False,False,1136,4984,21245,17
52460619,52460619,Guuh_sc,2009-06-30T17:38:21.000Z,"Corinthiano, maloqueiro e sofredor!
⚫⚪💥",https://pbs.twimg.com/profile_images/1450912839909117957/7Wu8IFw3_normal.jpg,False,False,578,519,29437,3
212269047,212269047,vlaams_nieuws,2010-11-05T16:18:56.000Z,"Vlaams Nieuws, rechtstreeks van de bron. Door en voor Vlamingen.",https://pbs.twimg.com/profile_images/3555393256/92c8a30ed5a3c55a0476da6919fe8d7e_normal.jpeg,False,False,4084,3921,77122,90
885726323133497345,885726323133497345,wallocrack,2017-07-14T05:03:06.000Z,https://t.co/EPnnNxNRqi,https://pbs.twimg.com/profile_images/1368852624800239616/oHjXN2Gr_normal.jpg,False,False,71,96,369,1
444597499,444597499,BBoorruussiiaa,2011-12-23T12:32:56.000Z,THA 🇹🇭 CNX 🔆 CEI 🌈,https://pbs.twimg.com/profile_images/1469977174656487424/6EvymSyo_normal.jpg,False,False,120,305,20381,5
162863240,162863240,DieRubin,2010-07-04T22:34:54.000Z,"Lic. de la UAA, comunicador deportivo.
Amo a Dios y mi familia por sobre todo.",https://pbs.twimg.com/profile_images/1470507109947219969/4EDi5-vj_normal.jpg,False,False,30235,641,30832,47
1220399456107008001,1220399456107008001,Caio69701789,2020-01-23T17:35:07.000Z,,https://pbs.twimg.com/profile_images/1461548745565343748/jagaoRch_normal.jpg,False,False,1440,983,26831,1
706025400,706025400,ChrisEvindi,2012-07-19T23:56:33.000Z,Figure out. #HalaMadrid,https://pbs.twimg.com/profile_images/1468406824508530689/SMSW2s-G_normal.jpg,False,False,2243,289,237837,77
57299064,57299064,ManUtdMEN,2009-07-16T10:35:35.000Z,💻 𝗙𝗮𝗰𝗲𝗯𝗼𝗼𝗸: https://t.co/rHu3ZrxBlJ      🎙𝗣𝗼𝗱𝗰𝗮𝘀𝘁: https://t.co/a22FvEytNQ,https://pbs.twimg.com/profile_images/1045658874773229570/krncu7XV_normal.jpg,False,True,784204,300,241587,1963
1287748052544086018,1287748052544086018,designerley,2020-07-27T13:54:15.000Z,"chinwa gang
🈳㊙",https://pbs.twimg.com/profile_images/1391610744697929729/tFXBE34B_normal.jpg,False,False,2516,1258,8270,0
3006989562,3006989562,JantaKaReporter,2015-02-01T17:34:18.000Z,Leading the media revolution in India! Send your write ups to ireport@jantakareporter.com,https://pbs.twimg.com/profile_images/713727955185303552/8dJrGn42_normal.jpg,False,True,167400,281,108752,324
287994253,287994253,michaelLILM,2011-04-26T01:57:48.000Z,#Grenadian🇬🇩 #YOUNGMONEY,https://pbs.twimg.com/profile_images/1430331165177753605/AzCQGlew_normal.jpg,False,False,412,4997,9666,0
1252242573198057472,1252242573198057472,NtwanaKaReece97,2020-04-20T14:28:23.000Z,Very Good At Being Myself.,https://pbs.twimg.com/profile_images/1469790776389509121/sOthK6ws_normal.jpg,False,False,499,501,340,0
1257197126926381058,1257197126926381058,braKofiFriday,2020-05-04T06:35:44.000Z,"winning at de young age.For de sake of tomorrow don’t treat people anyhow.#Jah guide 🙏🏻🙏🏻# Mana super,mana ⭐️💫⭐️# Proud  CHELSEA fun💙💙💙💙..",https://pbs.twimg.com/profile_images/1413250429383761922/7_X3sUnb_normal.jpg,False,False,364,974,2169,0
51716453,51716453,gbenhur,2009-06-28T12:18:14.000Z,"Last of Innocents |
Tifosi",https://pbs.twimg.com/profile_images/1418827071556657153/BBaS_ZXs_normal.jpg,False,False,969,1499,68241,58
131394518,131394518,Ramonepj,2010-04-10T04:07:45.000Z,"Lic. En Dercho.    Me identifico 100% con la lucha de los hermanos  Venezolanos, no a los enchufados.♥",https://pbs.twimg.com/profile_images/693935703764250624/-AKtXFAX_normal.jpg,False,False,891,2330,22473,1
1415560822093336578,1415560822093336578,FFGuide24,2021-07-15T06:36:24.000Z,"#UCLFantasy OR
20/21: 467 
21/22: 1649

#FPL OR
20/21: 130K 
21/22: 69K

Email: ffguide247@gmail.com",https://pbs.twimg.com/profile_images/1439963366064209920/Aimud1zI_normal.jpg,False,False,428,362,813,6
1159853518108467201,1159853518108467201,igor_christoph,2019-08-09T15:46:42.000Z,I want the world in my hands,https://pbs.twimg.com/profile_images/1458946804532269056/-ViFur5c_normal.jpg,False,False,116,566,2711,0
2903861302,2903861302,pedroalcides17,2014-12-03T14:46:47.000Z,"Relator : 101.7 Itaugua Poty fm.
                Itaugua Deportivo.

    Itaugua - Dto. Central.",https://pbs.twimg.com/profile_images/1290843809761431554/wj4aSQdX_normal.jpg,False,False,1210,4997,95614,10
478516414,478516414,PAdugout,2012-01-30T11:10:28.000Z,"Football news from PA Media, the UK and Ireland's national news agency. Also, follow @pasport & @PAracing",https://pbs.twimg.com/profile_images/1144143597794680832/38fZAMMR_normal.jpg,False,True,20254,525,76212,502
1352489077942210561,1352489077942210561,IrshadGulNews,2021-01-22T05:31:49.000Z,Latest News & Updates,https://pbs.twimg.com/profile_images/1352489160758718465/EItnvplZ_normal.jpg,False,False,104,68,85648,1
4784740221,4784740221,TrezeChavinha,2016-01-12T14:07:42.000Z,mim dá minha paçoca,https://pbs.twimg.com/profile_images/1258151753356201984/pyEf-NyS_normal.jpg,False,False,41,338,530,0
501879376,501879376,Lv_Borges,2012-02-24T15:35:49.000Z,"Cada brasileiro, vivo ou morto já foi Flamengo por um instante, por um dia.",https://pbs.twimg.com/profile_images/1465522239252705282/VrwHtN6d_normal.jpg,False,False,6473,1155,64889,0
169540755,169540755,CH1R4GGG,2010-07-22T15:53:34.000Z,"Just a photographer who likes to listen to techno, watch #Arsenal and natter about a bit of politics... 🇬🇧🇮🇳",https://pbs.twimg.com/profile_images/1470344474236702724/phbrMDub_normal.jpg,False,False,1503,3074,71730,69
1066600421152571392,1066600421152571392,luqsrsln_,2018-11-25T07:52:11.000Z,my mama don't like you,https://pbs.twimg.com/profile_images/1439938211518705666/uM2wyIT3_normal.jpg,False,False,408,230,10137,0
21074837,21074837,Samartix15,2009-02-17T08:59:40.000Z,"God

23.

I make music, art,animations and drop some knowledge here and there👏
 
Check pinned tweet for details🎬💯

Dm for Enquiries🔥",https://pbs.twimg.com/profile_images/1456792549511757828/Wl2lrfku_normal.jpg,False,False,906,492,6404,12
1349395668335435777,1349395668335435777,allaboutipan,2021-01-13T16:39:59.000Z,only me,https://pbs.twimg.com/profile_images/1469622080358400000/hYy2PX4q_normal.jpg,False,False,6645,5962,22980,4
1112167769263480833,1112167769263480833,Jpzsccp,2019-03-31T01:40:34.000Z,"Contra tudo e contra todos, sempre foi assim 🔥🔥
@corinthians 🖤🤍",https://pbs.twimg.com/profile_images/1412939190829002752/spGpN_v8_normal.jpg,False,False,1137,1354,13121,0
1261496994054447104,1261496994054447104,AlbeeBlaq,2020-05-16T03:21:59.000Z,I’m Albee(Belito) // Jovial🤣 // Respectful ☺️// Ambidextrous 👐🏽 // Better Student 👨🏽‍🎓…Gamer🎮||Entertainment🎬🎨||Music🎧Surrounds My Life 😇,https://pbs.twimg.com/profile_images/1415420250200358915/9OJAp8fi_normal.jpg,False,False,543,460,4096,0
851388237423796226,851388237423796226,ZYBQRG,2017-04-10T10:55:48.000Z,"xᴠɪɪ ☯︎ 🇷🇴 4೫ 💎 ✘@ItsBatez ✘ @ItsKarbine ✘@ItsRvnco ✘
@ItsZeruus ✘@GoatAzvo ✘@QFV2_ ✘@oTevvz ✘@ExiIae ✘@SamMcIntyreR6 #FaZeUp  𝙏𝙞𝙠𝙩𝙤𝙠: 𝙕𝙔𝘽𝙌𝙍𝙂",https://pbs.twimg.com/profile_images/1465833222512730112/ZjIMnHnn_normal.jpg,False,False,571,507,4970,1
227676975,227676975,Moncao_Silva96,2010-12-17T14:02:13.000Z,Fé,https://pbs.twimg.com/profile_images/1296832589479772162/VPuKlHlf_normal.jpg,False,False,285,1368,13885,0
2443945194,2443945194,Mfaisal62759022,2014-04-14T13:54:41.000Z,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,False,False,46,1555,125247,3
180926448,180926448,JuniorVieira07,2010-08-20T21:19:18.000Z,,https://pbs.twimg.com/profile_images/1062379910998646784/HfNaM3WG_normal.jpg,False,False,423,565,95941,0
923577566,923577566,DeccaGardner75,2012-11-03T16:43:35.000Z,We now have our club back. After 14 years of being destroyed by Mike Ashley. Amanda& Mehrdad. The Ruebens & PIF will help us to dream again. 🖤🤍#richestclub,https://pbs.twimg.com/profile_images/1368774816703070208/eXXNzyaf_normal.jpg,False,False,388,1566,3979,2
909179599426383874,909179599426383874,Allana_es,2017-09-16T22:18:03.000Z,lakers • sccp • psg • falcons • ferrari • sparks,https://pbs.twimg.com/profile_images/1466831682682732545/cs-3EUOF_normal.jpg,False,False,1401,803,34916,5
28423185,28423185,GalihGieloof,2009-04-02T21:21:28.000Z,Still Evolving Into Human Form|Electrical Application Engineer|Proletariat Marhaenisme|Beat Addict|Football Connoisseur,https://pbs.twimg.com/profile_images/513899741587853312/5qfvuGhM_normal.jpeg,False,False,252,395,81313,3
2748090465,2748090465,mundoesportivo0,2014-08-20T15:49:50.000Z,🗣|Sigam nossa página no Instagram @entretenimentofutebol  🗣| Sigam nossa página no Facebook @entretenimentofutebol,https://pbs.twimg.com/profile_images/1421997332330078209/2C1CSnAt_normal.jpg,False,False,616,1945,2128,0
713132138376335361,713132138376335361,ijerebi,2016-03-24T22:35:25.000Z,by @maxmant10 that tweets funny things about Tekno Miles @alhajitekno || to appreciate him for the N 5million give away & honor his works,https://pbs.twimg.com/profile_images/889270384872370176/J_j-OlgU_normal.jpg,False,False,161,276,358389,0
914218648755146752,914218648755146752,G__Division,2017-09-30T20:01:26.000Z,Aut inveniam viam aut faciam.,https://pbs.twimg.com/profile_images/1460741864546619403/wcb8QOFN_normal.jpg,False,False,875,1427,34015,5
1074422888,1074422888,ConservTXmom,2013-01-09T17:43:48.000Z,"#GodBlessTexas
Pronouns: Fantastic / Phenomenal / Glorious
Love always for 🇮🇱",https://pbs.twimg.com/profile_images/945788671252250624/lBXS_HhD_normal.jpg,False,False,1268,2440,28414,14
1469868404215476229,1469868404215476229,GelasKa72710434,2021-12-12T03:15:32.000Z,,https://pbs.twimg.com/profile_images/1469868697082753026/Sw_cHgSK_normal.jpg,False,False,0,3,7,0
1527223021,1527223021,ManUtdScore,2013-06-18T08:53:47.000Z,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,False,False,6,1,10713,0
1410554302565961730,1410554302565961730,briturkish,2021-07-01T11:02:16.000Z,"🇹🇷🇬🇧Special contents for Turks living in Britain.
📰 News
#️⃣ Trend topics
📸 Viral Photos&Videos
📆 Upcoming Events
📢 Community Announcements",https://pbs.twimg.com/profile_images/1444509432407285763/b12EQHoa_normal.jpg,False,False,7,5,2687,0
901954087352246273,901954087352246273,Osososo7,2017-08-27T23:46:26.000Z,,https://pbs.twimg.com/profile_images/1454864804095614976/xrcFWJ6R_normal.jpg,False,False,31,282,4693,0
1304526868595515392,1304526868595515392,Gustavo29182464,2020-09-11T21:07:07.000Z,"Perfil Tudo Sobre Futebol, Notícias do mundo do futebol em primeira mão.",https://pbs.twimg.com/profile_images/1470160168994357252/pcYdaWXc_normal.jpg,False,False,724,1417,2714,0
203564764,203564764,ivancornejo22,2010-10-16T15:30:05.000Z,"Informes deportivos, lasallano, aficionado y socio del CSEMELEC, amante del buen cine.
Instagram @ivancornejo22",https://pbs.twimg.com/profile_images/1469289952336920581/vu95Z0fi_normal.jpg,False,False,597,758,42484,10
1097831783524155392,1097831783524155392,Shpetim21816405,2019-02-19T12:14:28.000Z,"Football News 365,Watch Football LIVE",https://pbs.twimg.com/profile_images/1386079512815980546/LrR4ZZ_O_normal.jpg,False,False,109,727,61020,0
2328688742,2328688742,_farhn_,2014-02-05T12:10:39.000Z,🇲🇾🦖,https://pbs.twimg.com/profile_images/1346134482147966979/30rguiB5_normal.jpg,False,False,405,235,34674,2
193258163,193258163,Doctorisimogb,2010-09-21T11:33:15.000Z,Medico Cirujano LUZ Papá de Paula Valentina💜,https://pbs.twimg.com/profile_images/1458637018280468480/RaGyyymW_normal.jpg,False,False,277,390,15136,0
